"ParticipantID","TrialType","TrialDuration","Clicks","Trial","FractalId","TargetId"
"0ae5332e-c751-7e41-3491-e4848a8cceac",1,5000,8,4,2,2
"0ae5332e-c751-7e41-3491-e4848a8cceac",1,5000,8,4,2,2
"0ae5332e-c751-7e41-3491-e4848a8cceac",1,5000,8,4,2,2
