"ParticipantID","TrialType","TrialDuration","TrialNumber","PracticeTrial","FractalId","RandomTarget1","RandomTarget2","TargetId","Clicks","BlocksRevealed"
"ceeee383-7db1-af27-ecd0-107d9ee7ad46",1,20000,1,1,21,62,49,62,99,1
"ceeee383-7db1-af27-ecd0-107d9ee7ad46",1,20000,2,1,2,7,34,7,14,14
"ceeee383-7db1-af27-ecd0-107d9ee7ad46",1,20000,3,0,8,4,33,33,40,40
"ceeee383-7db1-af27-ecd0-107d9ee7ad46",1,20000,4,0,7,52,30,30,22,5
