"ParticipantID","TrialType","TrialDuration","Clicks","Trial","FractalId","TargetId"
"a9a36981-b9cf-eb5a-cfa6-84edaaa38f7a",1,5000,17,4,0,5
"a9a36981-b9cf-eb5a-cfa6-84edaaa38f7a",1,5000,17,4,0,5
"a9a36981-b9cf-eb5a-cfa6-84edaaa38f7a",1,5000,17,4,0,5
