"ParticipantID","TrialType","TrialDuration","TrialNumber","PracticeTrial","FractalId","RandomTarget1","RandomTarget2","TargetId","Clicks","BlocksRevealed","WindowResized"
"e8cad288-d635-5ca6-b025-321025886620",1,20000,1,1,11,23,9,23,65,7,0
"e8cad288-d635-5ca6-b025-321025886620",1,20000,2,1,9,16,55,16,77,0,0
"e8cad288-d635-5ca6-b025-321025886620",1,20000,3,0,28,14,53,53,81,11,0
"e8cad288-d635-5ca6-b025-321025886620",1,20000,4,0,16,12,45,12,46,0,1
