"ParticipantID","TrialType","TrialDuration","TrialNumber","PracticeTrial","FractalId","RandomTarget1","RandomTarget2","TargetId","Clicks","BlocksRevealed","WindowResized"
"f77979fd-96a1-8ae5-a164-852554d59a89",1,20000,1,1,13,13,11,13,53,4,0
"f77979fd-96a1-8ae5-a164-852554d59a89",1,20000,2,1,25,39,7,39,73,31,0
"f77979fd-96a1-8ae5-a164-852554d59a89",1,20000,3,0,26,56,49,56,62,12,0
"f77979fd-96a1-8ae5-a164-852554d59a89",1,20000,4,0,8,23,19,23,85,0,0
